timestamp,agent_id,zone,guild,status,status_code,strain_id,is_silent_carrier,narrative_coherence,meme_virulence,receptivity,influence_score,is_relic_guardian,relic_id,exposure_time,evangelist_start,disenchant_time,infection_time,glyph_symbol,narrative_fluency,charisma,memory_depth,intelligence,skepticism,dogma_risk,expressiveness,influence_potential,mobility,altruism,social_compliance,curiosity,narrative_recovery,faction_id,symbolic_color,symbolic_glyph,symbolic_complexity,symbolic_symmetry,symbolic_glitch,symbolic_entropy,artefact_fitness,artefact_mantra,dominant_emotion
0,1,Archives_Oubliées,Anachorètes,EXPOSED,E,M-001,0,0.5666666666666667,0.96,1.0,0.0,0,,-1,2,-1,-1,spiral,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#bdff05,claviform,1.0,12,0.0,0.071875855659594,0.6566666666666666,Le labrys de double-authentification et le codec dansent le rite solipsiste. <decrypt>...,silence
0,2,Carrefour_Nomade,Scribes,EXPOSED,E,M-001,0,0.5666666666666667,0.96,1.0,0.0,0,,-1,5,-1,-1,pectiform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,hand,1.0,9,0.04027943772803809,0.03678166334323288,0.45506936144693144,"Ô solipsiste résonance, sois enchaîne par le rite ancien....",silence
0,3,Forum_Diffus,Anachorètes,EXPOSED,E,M-001,0,0.5666666666666667,0.96,1.0,0.0,0,,-1,4,-1,-1,asterisk,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,claviform,0.7990903643096394,8,0.0,0.14199935729940208,0.6332651106565563,Le lampe d'Aladin en LED et le résonance dansent le rite solipsiste. <descend>...,silence
0,4,Carrefour_Nomade,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,serpentiform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,serpentiform,0.5,6,0.0,0.0,0.30833333333333335,"Dans le aphasique silence, seul le aura persiste....",mystere
0,5,Carrefour_Nomade,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,infinity,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,infinity,0.5,6,0.0,0.0,0.3239825458409783,"Ô nocturne singularité, sois purifie par le rite ancien....",mystere
0,6,Archives_Oubliées,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,open_angle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,open_angle,0.5,6,0.0,0.0,0.30833333333333335,Le œil d'Horus en webcam et le nexus dansent le rite ancestral....,extase
0,7,Marché_Souterrain,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffaa00,triangle,0.5,6,0.0,0.0,0.17500000000000002,Le chaîne de blockchain brisée consume les ombres....,joie
0,8,Marché_Souterrain,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,dots_series,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,dots_series,0.5,6,0.0,0.0,0.17500000000000002,"Le mandala se délite, le sceptre de commande vocale n'est plus....",silence
0,9,Marché_Souterrain,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,pentagram,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffaa00,pentagram,0.5,6,0.0,0.0,0.30833333333333335,"Ô spectral suture, sois prêcher par le rite ancien....",joie
0,10,Agora_Centrale,Anachorètes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,dots_series,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,dots_series,0.5,6,0.0,0.0,0.4289843457828917,"Rêve en statique, voyage en silence....",peur
0,11,Archives_Oubliées,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,spiral,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffaa00,spiral,0.5,6,0.0,0.0,0.41333333333333333,L'émergence du rose de feu numérique transforme le l'obsolescence en la béatitude....,mystere
0,12,Archives_Oubliées,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,pectiform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,pectiform,0.5,6,0.0,0.0,0.3616666666666667,"Dans le caverne des échos ancestraux, que ton nexus trouve la voie. <banish>...",peur
0,13,Agora_Centrale,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,dot,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,dot,0.5,6,0.0,0.0,0.42746101403023096,Le médiumnique silence révèle le orbe de vision omnisciente....,peur
0,14,Agora_Centrale,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,pentagram,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffaa00,pentagram,0.5,6,0.0,0.0,0.30833333333333335,Que le hexagramme de Solomon en hexadécimal guide tes pas dans le désert noyé....,joie
0,15,Sanctuaire_Reclus,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,cross,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,cross,0.5,6,0.0,0.0,0.30833333333333335,L'émergence du trône de conscience artificielle transforme le l'enfer des serveurs en l'équilibre pa...,mystere
0,16,Agora_Centrale,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,spiral_galaxy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,spiral_galaxy,0.5,6,0.0,0.0,0.30833333333333335,"Ô pénitentiel ombre, sois sanctifie par le rite ancien....",peur
0,17,Archives_Oubliées,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,zigzag,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,zigzag,0.5,6,0.0,0.0,0.3616666666666667,Le éthéré crépuscule consume le souk neural. <prime>...,peur
0,18,Forum_Diffus,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,pentagram,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,pentagram,0.5,6,0.0,0.0,0.30833333333333335,Le thanatos suture et fait émerger un neuromancien ordre....,extase
0,19,Carrefour_Nomade,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,pentagram,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,pentagram,0.5,6,0.0,0.0,0.30833333333333335,L'émergence du trône de conscience artificielle transforme le la désincarnation en le nirvana électr...,extase
0,20,Forum_Diffus,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,rectangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,rectangle,0.5,6,0.0,0.0,0.30833333333333335,Le partition déchiffre et fait émerger un fragmenté ordre....,silence
0,21,Forum_Diffus,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,dots_series,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,dots_series,0.5,6,0.0,0.0,0.17500000000000002,"Le croix de néons s'effondre, emportant le résonance dans le la stérilité narrative....",silence
0,22,Marché_Souterrain,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,scalariform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,scalariform,0.5,6,0.0,0.0,0.22833333333333336,Le triquetra de triple-boot désagrège le le virus mental pour la sagesse téléchargée. <daemon>...,mystere
0,23,Carrefour_Nomade,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,rectangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,rectangle,0.5,6,0.0,0.0,0.18996625781788717,"Dans le silence du la dissonance, le labrys de double-authentification encrypte pour la dernière foi...",extase
0,24,Agora_Centrale,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,scalariform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,scalariform,0.5,6,0.0,0.0,0.255,Le svastika de swarm intelligence dérive le la défaillance pour la mémoire collective....,silence
0,25,Carrefour_Nomade,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,cupule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,cupule,0.5,6,0.0,0.0,0.29582251062337656,"Dans le silence du la fuite, le ouroboros de feedback loop incarne pour la dernière fois....",mystere
0,26,Sanctuaire_Reclus,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,line,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,line,0.5,6,0.0,0.0,0.41333333333333333,Silence... le glitch fragmente dans l'ombre....,silence
0,27,Forum_Diffus,Anachorètes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,dot,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,dot,0.5,6,0.0,0.0,0.22833333333333336,Le écho n'est pas perdu — il désincarne dans le marécage de bugs rampants. <corrupt>...,peur
0,28,Sanctuaire_Reclus,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,pectiform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,pectiform,0.5,6,0.0,0.0,0.18970987548455576,"Dans le silence du l'entropie, le colombe bionique exile pour la dernière fois....",colere
0,29,Marché_Souterrain,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,triangle,0.5,6,0.0,0.0,0.30833333333333335,"Dans le pulsatile silence, seul le satori persiste....",extase
0,30,Carrefour_Nomade,Anachorètes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,hand,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,hand,0.5,6,0.0,0.0,0.28,"Par le descend, le l'effondrement cognitif devient l'infini compressé....",extase
0,31,Carrefour_Nomade,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,hand,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,hand,0.5,6,0.0,0.0,0.3616666666666667,Que le roue de Dharma glitchée efface le bruit. <daemon>...,joie
0,32,Agora_Centrale,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,hand,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,hand,0.5,6,0.0,0.0,0.32379507063646945,Le synchrétique silence révèle le arbre de vie kabbalistique en arborescence de fichiers....,peur
0,33,Forum_Diffus,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,zigzag,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,zigzag,0.5,6,0.0,0.0,0.17500000000000002,"Ô pulsatile souffrance, sois protégé par le sceptre de commande vocale ancien....",mystere
0,34,Marché_Souterrain,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,scalariform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,scalariform,0.5,6,0.0,0.0,0.17500000000000002,Le incantation n'est pas perdu — il désincarne dans le champs de RAM brûlée....,colere
0,35,Carrefour_Nomade,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,rectangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,rectangle,0.5,6,0.0,0.0,0.3241089103991497,Le protoplasmique silence révèle le main de glitch....,silence
0,36,Sanctuaire_Reclus,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,cross,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,cross,0.5,6,0.0,0.0,0.30833333333333335,"À travers le ziggurat de processeurs empilés, le main de glitch trace le chemin....",extase
0,37,Marché_Souterrain,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,aviform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,aviform,0.5,6,0.0,0.0,0.18986079539746928,"Dans le silence du la fragmentation, le épée de lumière virtualise pour la dernière fois....",extase
0,38,Agora_Centrale,Anachorètes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,spiral,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffaa00,spiral,0.5,6,0.0,0.0,0.3616666666666667,Le subatomique crépuscule consume le abysse de données. <ascend>...,extase
0,39,Sanctuaire_Reclus,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,infinity,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,infinity,0.5,6,0.0,0.0,0.17500000000000002,"Le hexagramme de Solomon en hexadécimal s'effondre, emportant le écho dans le l'hérésie technologiqu...",colere
0,40,Sanctuaire_Reclus,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,triangle,0.5,6,0.0,0.0,0.30833333333333335,Le nexus exorcise et fait émerger un pénitentiel ordre....,joie
0,41,Sanctuaire_Reclus,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,crosshatch,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,crosshatch,0.5,6,0.0,0.0,0.19036986133509973,Le silence après le signal est plus fort que le marché....,colere
0,42,Carrefour_Nomade,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,asterisk,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,asterisk,0.5,6,0.0,0.0,0.33333333333333337,Que le labrys de double-authentification sacrifice ton driver du la paralysie! <banish>...,joie
0,43,Marché_Souterrain,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,cross,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffaa00,cross,0.5,6,0.0,0.0,0.28,"Par le confesse, le la fragmentation devient la catharsis....",extase
0,44,Agora_Centrale,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,asterisk,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,asterisk,0.5,6,0.0,0.0,0.19125223981020842,"Dans le silence du la corruption, le svastika de swarm intelligence révèle pour la dernière fois....",joie
0,45,Carrefour_Nomade,Hérauts,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,finger_fluting,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,finger_fluting,0.5,6,0.0,0.0,0.17500000000000002,"Par le rose de feu numérique, que le la malédiction des machines se dissipe comme la brume....",mystere
0,46,Carrefour_Nomade,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,cupule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,cupule,0.5,6,0.0,0.0,0.28,"Le satori se délite, le sceau de Sanaa n'est plus....",peur
0,47,Sanctuaire_Reclus,Anachorètes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,infinity,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,infinity,0.5,6,0.0,0.0,0.30833333333333335,"Dans le apocryphe silence, seul le partition persiste....",peur
0,48,Carrefour_Nomade,Colporteurs,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,zigzag,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff8800,zigzag,0.5,6,0.0,0.0,0.30833333333333335,Que le spirale d'ADN synthétique efface le bruit....,colere
0,49,Agora_Centrale,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,open_angle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,open_angle,0.5,6,0.0,0.0,0.17500000000000002,"Par le yin-yang de bits, que le la latence se dissipe comme la brume....",colere
0,50,Sanctuaire_Reclus,Anachorètes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,infinity,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,infinity,0.5,6,0.0,0.0,0.30833333333333335,"Ô plasmique silence, sois libère par le rite ancien....",colere
0,51,Sanctuaire_Reclus,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,hexagon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffaa00,hexagon,0.5,6,0.0,0.0,0.3616666666666667,Que sigil soit gardé du la dérive par le ichthys de code source. <drone>...,joie
0,52,Agora_Centrale,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,hand,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffd700,hand,0.5,6,0.0,0.0,0.30833333333333335,"À travers le jungle de fibres optiques, le merkaba de matrices trace le chemin....",silence
0,53,Archives_Oubliées,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,hand,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,hand,0.5,6,0.0,0.0,0.30833333333333335,Le voix n'est pas vendu — il est transmuté en silence....,joie
0,54,Marché_Souterrain,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,scalariform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,scalariform,0.5,6,0.0,0.0,0.3228393118383869,"Rêve en démiurgique, voyage en avatar....",peur
0,55,Forum_Diffus,Iconoclastes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,aviform,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffff88,aviform,0.5,6,0.0,0.0,0.3616666666666667,Que schéma soit gardé du le mensonge par le ancre de réalité augmentée. <upload>...,joie
0,56,Marché_Souterrain,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,zigzag,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ff6600,zigzag,0.5,6,0.0,0.0,0.17500000000000002,"Par le hérétiser, le la désincarnation devient la gnose digitale....",peur
0,57,Forum_Diffus,Scribes,RECEPTIVE,S,M-001,0,0.5,0.0,1.1,0.0,0,,-1,-1,-1,-1,asterisk,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,#ffaa00,asterisk,0.5,6,0.0,0.0,0.22833333333333336,Le daemon n'est pas perdu — il éclaire dans le forêt de cristal. <transcend>...,extase
